No Entidade Certificadora;Nu Ano;Nu Nota Comp1;Nu Nota Comp2;Nu Nota Comp3;Nu Nota Comp4;Nu Nota Comp5;Nu Nota Redacao;Q01;Q02;Q03;Q04;Q05;Q06;Q07;Q08;Q09;Q15;Q16;Q17;Q18;Q19;Q20;Q21;Q31;Q32;Q33;Q34;Q35;Q36;Q37;Q38;Q39;Q40;Q48;Sg Uf Prova;Tp Sexo;Tx Gabarito Ch;Tx Gabarito Cn;Tx Gabarito Lc;Tx Gabarito Mt;Tx Respostas Ch;Tx Respostas Cn;Tx Respostas Lc;Tx Respostas Mt;Co Prova Ch;Co Prova Cn;Co Prova Lc;Co Prova Mt;Co Uf Prova;In Aprovado Ch;In Aprovado Cn;In Aprovado Lc;In Aprovado Mt;In Prova Ch;In Prova Cn;In Prova Lc;In Prova Mt;Nu Idade;Nu Inscricao;Nu Nota Ch;Nu Nota Cn;Nu Nota Lc;Nu Nota Mt;Q10;Q11;Q12;Q13;Q14;Q22;Q23;Q24;Q25;Q26;Q27;Q28;Q29;Q30;Q41;Q42;Q43;Q44;Q45;Q46;Q47;Tp Certificacao;Tp Presenca Ch;Tp Presenca Cn;Tp Presenca Lc;Tp Presenca Mt;Tp Status Redacao
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1;1.2;1;1;1.6;5.8;B;A;B;C;B;B;B;A;E;C;C;A;D;B;K;H;A;;A;;B;B;B;B;B;B;;PA;M;;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;;;AADBCCDACDDADBAAADDCABCBDADADC;BABBADCABDDBBCBDAAAADACACBCDAC;;;201911;201910;15;;;1;0;0;0;1;1;49;180004734277;;;106;98;5;5;5;5;5;5;5;5;5;0;5;5;5;5;0;0;0;0;0;0;0;2;;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.6;1.4;1.2;1.2;1.6;7;B;A;A;C;C;C;C;A;E;D;A;A;D;D;J;H;A;;B;;B;B;B;A;B;B;;PA;M;;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;;;ADBDBCCADDDAABCAACDCDABACABCCC;DABCABDACBCCDADBACCABCBBCADBCD;;;201911;201910;15;;;1;0;0;0;1;1;43;180003649446;;;118;99;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;2;3;5;5;2;1;2;;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS MARABÁ INDUSTRIAL;2019;1.8;1.8;1.8;1.8;0.8;8;C;A;B;D;C;D;B;A;H;C;B;A;D;D;I;B;A;;B;;B;B;B;A;B;B;;PA;M;;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;;;BCBBBCAADDAAACCCBADCCDDBCBCACC;CDABDDCBDCDBBDDDCCCDABCACAADBB;;;201911;201910;15;;;1;0;0;0;1;1;19;180004674060;;;107;96;3;0;1;5;0;5;2;5;0;0;5;5;5;2;0;0;2;0;2;1;2;2;;;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1.6;1.4;1.2;0;5.4;B;C;B;A;C;B;B;A;K;E;D;D;B;A;I;E;A;;B;;B;B;B;A;B;B;;PA;M;;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;;;CCBBBDDCDDCBBCADAACDCAABDADBDA;BBCBABCDDABABAD*CDBCACDBCDCAAD;;;201911;201910;15;;;0;1;0;0;1;1;28;180004764104;;;96;115;5;5;5;3;5;5;5;5;5;0;5;5;5;5;0;0;2;0;5;0;0;2;;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1;1.2;0.8;0.8;0.8;4.6;B;A;A;A;A;B;B;A;K;D;B;A;B;C;J;F;A;;B;;B;B;B;B;B;B;;PA;M;;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;;;CCBBDDACCAAAABACBDADDBBACCDBAC;BDABCDCDAACACCCDBCCBDADABACCBC;;;201911;201910;15;;;0;1;0;0;1;1;32;180003590508;;;112;107;5;5;5;5;3;5;2;5;3;2;4;4;4;5;1;3;0;4;0;0;0;2;;;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.4;1.4;1.2;1.8;7.2;B;A;A;C;C;B;B;A;K;A;D;D;D;A;J;B;A;;B;;B;B;B;B;B;B;;PA;M;;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;;;ACDBBDADDDDDADBDBADCCABBCAAACC;AAABCDDDDBBBADDDDCADDBDDBCADCB;;;201911;201910;15;;;1;1;0;0;1;1;21;180003682469;;;114;116;1;0;3;5;0;5;5;5;0;0;5;3;5;5;0;5;5;5;0;0;0;2;;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CASTANHAL;2019;1.4;1.6;1.4;1.4;1.8;7.6;A;B;B;A;A;B;B;A;D;D;A;A;D;C;J;F;A;;A;;B;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCDCBAACDBCCAACACABBCBB*DCBD;;ACBACABCAAACADDBAACCABABCBDADC;CAABABABBABAABABADAABCBACBCDAC;201912;;201911;201910;15;1;;1;0;1;0;1;1;32;180003838068;114;;109;79;3;4;5;4;3;5;5;5;4;4;5;5;5;5;4;3;3;5;2;3;1;2;1;;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1;1.6;1.4;1;6.2;C;A;B;G;F;C;C;A;C;E;A;A;A;C;I;G;A;;A;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ACCDCAADACABCCBBABACBABABAAABB;;CABADDACABDAAAAABACDDDABCADBAC;CDACCCCADBABBCBDABBADBBAABCAAA;201912;;201911;201910;15;0;;1;0;1;0;1;1;44;180006247409;83;;114;75;5;5;5;5;3;5;5;5;5;1;4;4;1;5;0;0;1;4;4;1;1;2;1;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CASTANHAL;2019;1.2;1.6;1.4;1.4;1.6;7.2;B;A;B;F;F;B;B;A;K;B;C;A;A;D;A;A;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCADBBBAABCDAADABDDCCDAAACBD;;CCBACADAACCADBCCBBCDCDDCCBDDCC;BABBCBBDBACBACDBBBCBACDACACBAA;201912;;201911;201910;15;1;;1;1;1;0;1;1;54;180005058814;131;;107;101;5;5;5;5;5;5;3;5;5;0;5;0;5;5;0;0;2;5;5;5;0;2;1;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS PARAUAPEBAS;2019;1.6;1.6;1.8;1.8;2;8.8;C;A;B;A;B;C;C;A;C;E;B;A;A;C;J;E;A;;B;;B;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCABACBCBBCDAADBBDDDCDCAACBD;;ACBDBCCCAADACBBDABDCCACBCBDBCC;ADAAADDAABCDABDAACDAABDBBCCBAD;201912;;201911;201910;15;1;;1;1;1;0;1;1;28;180005458233;134;;121;133;5;5;5;3;1;4;0;1;1;0;5;1;3;0;0;0;0;0;0;1;0;2;1;;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.2;1.4;1.4;1.2;1.6;6.8;C;A;B;G;G;B;B;A;K;E;C;A;A;C;J;G;A;;B;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCCCBBAABBCADAABADBBCDBDCACD;;ACDBBABDCABABDBBDAADDCDDDBADAC;BCA.CBCBDCBCACADACACBBDBCDDBAC;201912;;201911;201910;15;1;;0;0;1;0;1;1;33;180005872143;115;;94;99;5;5;5;5;5;5;5;5;0;0;5;5;5;0;0;0;0;0;0;0;0;2;1;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS MARABÁ INDUSTRIAL;2019;1.6;1;1.4;1.6;0;5.6;B;A;B;C;A;C;B;A;G;B;B;D;A;D;I;D;A;;B;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCCDBDDCBBCDDADAAADBCDCCACBC;;ABBCCABDBAD*DABCABCCDCACDADCCA;BADDABDAADCCAACBBCBDACBCDCCBAC;201912;;201911;201910;15;1;;1;0;1;0;1;1;34;180005244605;129;;111;97;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;1;;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.6;1.6;1.8;1.8;8.4;C;A;B;A;A;B;B;A;G;E;A;A;C;A;K;F;A;;B;;B;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCACCBBCABCCADBCBBACCBDBCCCD;;ADBACCABCCDDBBCBCADCDBBBCADBCA;CBBCBAACBBACABACACAABCDBBACACB;201912;;201911;201910;15;1;;1;0;1;0;1;1;26;180005827276;107;;112;90;5;3;5;5;5;5;5;5;5;1;5;5;5;5;5;5;0;5;0;0;0;2;1;;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.8;1.4;1.4;1.8;7.8;C;C;B;B;A;A;A;A;I;C;B;A;B;C;C;B;A;;A;;A;A;A;A;A;A;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCAABBACBBCAADBABDCBCBBBCCBB;DCDABACCCCDABCCCABBCBBDDBDADAD;ABBAABCDACADADAABCADCBCADCCACC;BABBADABDDADCDDCAAABBDCACAACBD;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;23;180003586075;119;129;104;108;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;2;5;5;2;5;5;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;0.8;0.4;1.2;1.2;0;3.6;C;A;B;G;G;B;B;A;C;D;A;A;C;D;J;F;A;;A;;A;A;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DDBCCACABDABCCAACBBDDBBCCCACBD;ABCADADDACDDBBCACDAABBCDCDCAAB;ADBDCCBDCBACABDBD*DCDADDCBDAAC;CABBCDCBCCBDCCDDBBBAAC*BACCABD;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;36;180004473607;118;113;102;92;5;5;5;5;5;5;5;5;2;0;5;5;5;5;2;5;2;5;2;1;2;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.2;1.4;1;1;1.4;6;B;C;B;C;B;D;A;A;K;A;B;A;D;A;F;E;A;;B;;A;A;A;B;B;A;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ADBCADBABAABADAABCCABDCACBBDBB;BDDACBCCDCDDACCCCDABBDADADBBAD;ACBBBADBABDDADBDABDADCCBCADCCA;BCCCBDCACACCACBDABABBCBCCDCACB;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;22;180003754732;104;125;113;94;1;1;1;1;1;5;5;5;0;0;5;5;5;0;2;1;0;5;0;5;2;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CASTANHAL;2019;1.2;1.4;1.2;1.2;2;7;C;A;A;G;G;C;B;A;B;D;B;A;A;C;J;H;A;;B;;A;A;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ACBDACCBBBDBCAAAACCABCCCCBACBA;BDDACDD*CCDABDBCACCABADDADABAD;ACBBDABABDBBDAACBAADCBCBCACCDC;DABBCADCDDABCDCDAADCDACAAADBCA;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;41;180005820430;106;107;98;78;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;5;1;5;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.4;1.6;1.4;1.2;1.8;7.4;C;B;A;C;C;C;A;A;L;C;C;C;C;C;I;E;A;;B;;A;A;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCACBCADBBDCDADACBACBBBCACBD;CCDABAACACDAACCCDBCBBADAADBDAD;ABBABACDBCDADBBDACDACABBCBDDCC;BAACABCDBBDAACDCACBACBDACCCBBC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;20;180006155866;112;129;116;109;3;1;5;4;4;5;4;5;3;1;5;4;5;0;3;5;0;5;0;3;3;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.4;1.6;1.4;1.4;0;5.8;B;A;B;A;B;B;B;A;L;A;A;D;B;C;J;F;A;;A;;A;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBBABBBBDDBCDAAABDDDACBCAACBA;DCDCDACCCBDBBCCACABBACBDADDAAD;ACBDBACBAADADDAABADCDABBCADCCC;BBBCADCDBABABADAAACCAADAAABAAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;28;180003874729;130;138;130;116;5;2;5;2;5;5;5;5;0;0;5;5;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.2;1.4;1.2;1;0.8;5.6;C;A;B;D;C;C;B;A;D;E;C;C;A;E;J;F;A;;A;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABCAAACBCABCAAAAABDDACDBBCCBA;ACDABACCCCDBACAAABCCABCCADABDA;ABBADDCBDAABAABBDBAAABBBCAACCC;BADBACBDCABAACACDAAAAADBCCADAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;27;180003756274;115;101;110;112;5;5;5;5;1;5;5;5;4;2;5;5;5;5;4;0;1;3;3;1;2;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.6;1.6;1.6;1.6;0.6;7;B;A;B;B;A;B;A;A;L;E;D;A;C;C;J;F;A;;A;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABC*BBDCABCBDAACBBABCCBCAABBD;BADACADCCCDBBCCBDBCBCADDADDAAD;ADBDBACADADAADABABDCDCBBCADACC;BDABADDACACDADDDCABCABABBDBAAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;32;180003900505;121;144;138;148;4;5;4;4;5;5;4;5;4;3;5;5;5;5;1;1;3;4;3;3;1;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.6;1.6;1.6;1.4;0;6.2;B;B;B;G;C;B;B;A;K;A;D;A;B;B;J;E;A;;A;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;CCBCCBADCBAAADABACACBDCACBACBA;DBDBCACDCBDBBCBCCCBABBDDADABAD;ABBDCACBDABADBADBCAACDCDCBDBCC;BDBCBACDBCCBABABABCDADCBDBCACB;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;22;180004496676;105;118;114;80;5;5;5;5;5;5;5;5;5;0;5;5;5;5;0;0;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.2;0.4;0.8;1.2;0;3.6;B;A;B;G;F;B;B;A;J;A;B;A;A;C;G;G;A;;B;;A;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;CABBABBAADABCDBADBDABDCBADACBC;CACDADDBBCDCBCCBCBCAADCDBDCCBD;BBDADACCCDDBDBBBDACDCCBBCCDBCC;DDCBDCDBCCDBBCCBDCABDCAACCBBAC;201912;201909;201911;201910;15;1;1;0;0;1;1;1;1;54;180004533167;115;119;109;79;5;5;5;5;5;5;5;5;5;0;5;5;5;5;0;0;0;5;0;5;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.8;1.6;1.2;1.8;7.8;C;A;B;A;B;C;C;A;C;A;A;A;B;B;I;E;A;;B;;A;B;A;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCBBBBBDBBCBAAABACDCCBBAACBB;DCDDCADBCCDBBCCA.BBCBACDADABAD;.DBBCDD.AAADBBBAA.ACCCDBCA*CCC;BBCBBBCABDCADCDBCCAABBC.BCBCAB;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;31;180006211187;134;136;109;104;5;5;4;5;5;5;3;5;5;0;5;5;5;5;0;0;3;5;3;2;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS MARABÁ RURAL;2019;1.4;0.4;1.2;1;0.4;4.4;C;A;B;F;F;C;C;A;K;A;A;A;A;D;J;C;A;;B;;A;B;B;A;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;AABCADCCDBCBCCAADCDCBACCBDCDAA;CDDABACCBCDDACAACDAABBCDADDCDA;BABDBCACABDBCACCAADDCADDCCADDA;CABDBCDBDABCCBDABCADBCCACDBCAB;201912;201909;201911;201910;15;0;0;0;0;1;1;1;1;58;180004498568;96;96;89;81;5;5;5;5;2;5;5;5;5;1;5;2;5;4;1;5;2;5;5;3;5;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS BELÉM;2019;1.4;1.2;1.4;1.4;1.4;6.8;B;A;B;G;G;B;B;A;K;B;C;A;B;B;J;E;A;;B;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;BCBBCBBCBDABBBDBCBDBCABCABCDAA;DACCCADCDBDBACBCBBCDABBDADABAD;ABBABCACDDABCCCBBCDCDBDAACDCDD;BCABADCBCDCDCCBBCCCCACDBCCACDC;201912;201909;201911;201910;15;0;1;0;1;1;1;1;1;20;180003627335;81;120;96;130;4;0;3;5;3;5;5;5;4;0;5;5;5;5;0;0;0;5;0;0;0;2;1;1;1;1;1
SECRETARIA DE ESTADO DE EDUCAÇÃO DO PARÁ;2019;1.4;1.4;1;1.2;0.6;5.6;B;A;B;C;G;C;C;A;K;D;C;A;C;D;K;E;A;;B;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCBDABBCABBAADDDAACACDDAACCA;ABDADACDBBDDACCCCBAABABDDDCDDA;ABBACAADDADCABCDBCDCDACBCADDDC;DADABDACDBACACBDAAABBACCCDBDDC;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;24;180003669818;106;120;114;85;5;5;5;5;5;5;1;5;0;0;5;5;5;5;0;0;2;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.4;1.6;1.2;1.2;1.8;7.2;B;A;B;B;C;B;B;A;D;B;D;A;B;A;K;F;A;;B;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCAABCADBBACAACACDBBCDBBACBD;CBCBBDCBCCDBBCCCACACBBDDADDBAD;ABBDBDDCDACAADDAAADCDCBBCADACA;BCABADDACABAACBDAACCBCDBCAADAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;21;180003764934;119;140;126;137;5;4;5;5;4;5;2;5;0;0;4;5;5;1;3;3;0;4;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS SANTARÉM;2019;1.4;1.8;1.4;1.4;1.4;7.4;C;B;B;D;C;C;B;A;H;C;C;A;D;D;J;E;A;;B;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;ACBCCBBBBABBBDAADBACDDCCCAACBA;BADDBDCBDCDBDCCABBCDBBDCDDDDAB;ABBDBDCCAABADDBABACBCCBBCBDCCC;BDABCDCBBCCAADCBABACDCCBCCBCDA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;20;180003734027;128;133;127;95;5;1;5;5;5;5;5;5;5;0;5;0;1;5;0;0;2;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.2;1.6;1.4;1.2;0.8;6.2;B;B;B;C;C;B;B;A;D;D;B;A;D;C;K;F;A;;B;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DDBAABCADBBBADAABBDDDCBCAAACBC;DACDBACBCBDABCCCCACDBBDDADADAD;ACBACDCDDBDAABBBCADCCCBACADACC;AAACDDDCBACDCDDBABCCAADDACBDAD;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;21;180003814181;119;130;122;111;5;5;2;5;3;5;2;4;0;0;5;5;5;3;0;0;0;5;0;5;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS CASTANHAL;2019;1.2;1;1.4;1.4;0;5;C;C;B;D;C;C;B;A;B;E;A;A;C;C;K;F;A;;B;;A;B;B;B;B;B;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DABACBBCBABBCDABDBADDCCDCAACBC;CABDCDCBCCDBBCCACBDBBADDADDDAD;DBBDCACCDADAAABABADDDCDDCDDBCC;BDABADDADABAADDBDCBABADBCCCBAC;201912;201909;201911;201910;15;1;1;1;1;1;1;1;1;25;180003727848;141;160;121;128;5;5;1;5;3;5;5;5;4;0;5;4;5;4;0;0;0;5;0;0;0;2;1;1;1;1;1
INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ - CAMPUS ANANINDEUA;2019;1.4;1.6;1.2;1.2;1.4;6.8;C;B;B;B;A;B;B;A;D;C;A;A;A;C;J;E;A;;A;;B;A;A;A;A;A;;PA;M;DABCCBBBADBBCDAADBADDCCBCAACBC;CAADDBABCCDBBCCCCBDBAABDADDDAB;ADBCBDCCDADABDAABBBCDCBBCBDACC;BAADADDBCBCABBDBCABCBBDBBDACAA;DCBCABCCDCBBBDAAACDADCCDDCCCBD;DCDACAABCBDDBCCCCCDCBBDDADDCAD;ABBCDDCDDBDADDCABCDDCCBBCBDDCC;BAACCBDDADAACDCCACAACDCDCCCAAA;201912;201909;201911;201910;15;1;1;1;0;1;1;1;1;18;180004271826;119;133;127;81;3;3;4;5;5;5;4;5;5;0;5;4;5;4;3;3;5;5;3;5;4;2;1;1;1;1;1
